Customer Code,Capacity in KW,State,District,Latitude,Longitude,Total Cost (Rs),CFA (Rs),Commissioning Date(installation date),Approval Number,Financial Year,Installed by Agency
28413,2.00,GUJARAT,Bhavnagar,21.7508799,72.136429799999,138000,41400.00,02-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28411,3.00,GUJARAT,Bhavnagar,21.75,72.14,207000,62100.00,31-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28408,6.00,GUJARAT,Bhavnagar,21.75,72.14,414000,124200.00,31-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28407,2.00,GUJARAT,Bhavnagar,21.2447911,71.646198599999,138000,41400.00,03-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28406,1.00,GUJARAT,Vadodara,22.320132992295,73.140255985781,69000,20700.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28403,2.00,GUJARAT,Vadodara,22.32,73.1324376,138000,41400.00,14-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28401,2.00,GUJARAT,Vadodara,22.300180005941,73.149654027074,138000,41400.00,14-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28400,3.00,GUJARAT,Valsad,20.598977334564,72.934007942676,207000,62100.00,10-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28399,2.00,GUJARAT,Vadodara,22.29,73.15,138000,41400.00,25-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28398,2.00,GUJARAT,Vadodara,22.288932930086,73.141532298177,138000,41400.00,25-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28397,2.00,GUJARAT,Vadodara,22.29,73.15,138000,41400.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28396,2.00,GUJARAT,Vadodara,22.287928804742,73.139416663907,138000,41400.00,11-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28394,2.00,GUJARAT,Vadodara,22.33,73.13,1388000,41400.00,27-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28393,3.00,GUJARAT,Vadodara,22.30,73.15,207000,62100.00,25-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28392,2.00,GUJARAT,Bharuch,21.70,72.98,138000,41400.00,21-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28388,2.00,GUJARAT,Vadodara,22.270037536669,73.149928031489,138000,41400.00,14-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28387,1.50,GUJARAT,Vadodara,22.2770953,73.167412799999,103500,31050.00,14-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28386,2.00,GUJARAT,Bharuch,21.6264236,73.015198400000,138000,41400.00,21-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28385,2.00,GUJARAT,Vadodara,22.269968036794,73.180210171267,138000,41400.00,25-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28384,3.00,ANDHRA PRADESH,Krishna,16.490575546376,80.659217834472,235550,63000.00,07-10-2016,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
28382,5.00,ANDHRA PRADESH,Krishna,16.304776420711,80.444040298461,370014,105000.00,06-01-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
28381,5.00,ANDHRA PRADESH,Guntur,16.300863391455,80.439491271972,370014,105000.00,23-02-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
28380,2.00,GUJARAT,Vadodara,22.32,73.17,138000,41400.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28379,5.00,ANDHRA PRADESH,Guntur,16.311407797051,80.439491271972,370014,105000.00,02-03-2017,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
28378,2.00,GUJARAT,Vadodara,22.27,73.19,138000,41400.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28375,2.00,GUJARAT,Vadodara,22.329875195167,73.200552253983,138000,41400.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28374,2.00,GUJARAT,Surat,21.129836260985,72.771559115499,138000,41400.00,03-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28373,2.00,GUJARAT,Surat,21.1921,72.7760,138000,41400.00,22-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28372,5.00,GUJARAT,Surat,21.0820737,72.985392199999,345000,103500.00,27-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28371,1.50,GUJARAT,Surat,21.15,72.86,103500,31050.00,01-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28369,1.50,GUJARAT,Surat,21.15,72.86,103500,31050.00,01-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28367,2.00,GUJARAT,Surat,21.215894799999,72.795847699999,138000,41400.00,24-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28366,3.00,GUJARAT,Surat,21.39,73.10,207000,62100.00,28-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28364,5.00,GUJARAT,Bharuch,21.7142143,73.01,345000,103500.00,17-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28362,3.00,GUJARAT,Vadodara,22.35,73.17,207000,62100.00,15-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28361,1.50,GUJARAT,Vadodara,22.26,73.19,103500,31050.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28359,2.00,GUJARAT,Vadodara,22.31,73.1324376,138000,41400.00,14-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28357,1.50,GUJARAT,Vadodara,22.3326226,73.155416899999,103500,31050.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28356,3.00,GUJARAT,Surat,21.1395345,72.7706938,207000,62100.00,16-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28355,2.00,GUJARAT,Vadodara,22.29,73.23,138000,41400.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28354,3.00,GUJARAT,Bharuch,21.59,73.022924800000,207000,62100.00,24-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28353,2.00,GUJARAT,Surat,21.194352865017,72.801423249766,138000,41400.00,15-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28352,3.00,GUJARAT,Bharuch,21.63,73.015198400000,207000,62100.00,28-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28351,6.00,GUJARAT,Bharuch,21.723755677225,72.983942208811,414000,124200.00,28-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28346,1.00,SIKKIM,South,27.1484131,88.300996800000,0,0.00,10-03-2017,---,---,Geetanjali Solar Enterprise
28345,1.00,GUJARAT,Bharuch,22.04,73.11,69000,20700.00,22-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28344,3.00,GUJARAT,Surat,21.1933943,72.794492600000,207000,62100.00,24-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28343,3.00,GUJARAT,Bharuch,21.7175081,73.008057600000,207000,62100.00,22-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28341,3.00,GUJARAT,Surat,21.210767091926,72.789841471239,207000,62100.00,24-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28340,2.00,GUJARAT,Bharuch,21.59,73.015198400000,138000,41400.00,23-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28338,6.00,WEST BENGAL,Barddhaman,22.5171711,88.394911999999,0,0.00,18-01-2017,---,---,Geetanjali Solar Enterprise
28337,1.00,GUJARAT,Vadodara,22.055216,73.1172573,69000,20700.00,01-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28335,2.00,GUJARAT,Vadodara,22.304719,73.155612499999,138000,41400.00,22-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28334,10.00,WEST BENGAL,Kolkata,22.5151797,88.308306200000,0,0.00,23-02-2017,---,---,Geetanjali Solar Enterprise
28333,1.04,GUJARAT,Surat,21.1302583,72.854501900000,69000,20700.00,06-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28332,5.00,GUJARAT,Vadodara,22.294266066563,73.145287809893,345000,103500.00,21-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28330,5.00,ANDHRA PRADESH,Guntur,16.290318418345,80.428504943847,370014,105000.00,04-03-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
28329,3.00,GUJARAT,Vadodara,22.2675172,73.188061800000,207000,62100.00,21-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28328,3.00,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,14.436508874722,79.989051818847,235550,63000.00,17-02-2017,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
28326,3.00,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,14.417057818464,79.975662231445,235550,63000.00,22-02-2017,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
28325,4.00,WEST BENGAL,Kolkata,22.5593193,88.396722299999,0,0.00,16-12-2016,---,---,Geetanjali Solar Enterprise
28324,3.00,GUJARAT,Vadodara,22.312277139872,73.238585768267,207000,62100.00,21-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28323,5.00,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,14.436508874722,79.967079162597,370014,105000.00,08-02-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
28322,3.00,GUJARAT,Vadodara,22.332189010845,73.205336686223,207000,62100.00,27-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28271,100.17,HARYANA,Gurgaon,28.416442576803,77.006762414239,0,0.00,29-03-2017,---,---,Winnerspitch Energy Pvt Ltd
28263,5.00,KERALA,Kozhikode,11.290342527354,75.803024182096,0,0.00,19-04-2017,---,---,Nass Energy Solutions Private Limited
28245,8.00,MAHARASHTRA,Mumbai,18.654789663690,73.299042591825,0,0.00,08-03-2017,---,---,Electrico Energies Private Limited
28240,10.07,KERALA,Kollam,8.842081,76.761255,0,0.00,15-04-2017,---,---,VSRN SOLAR POWER
28238,446.40,NCT OF DELHI,Central,28.490273330854,77.151937521994,0,5337633.00,16-11-2016,03/20/2014-15/GCRT,2014-2015,Delhi Metro Rail Corporation(DMRC)
28212,1.00,GUJARAT,Surat,21.239306,72.818389,69000,20700.00,15-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28210,2.00,GUJARAT,Ahmadabad,23.042111,72.633383,138000,41400.00,27-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28208,3.50,GUJARAT,Ahmadabad,23.047519718530,72.675732085481,241500,72450.00,11-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28207,2.00,GUJARAT,Vadodara,22.3431343,73.181011500000,138000,41400.00,25-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28206,2.00,GUJARAT,Bhavnagar,21.7644725,72.151930400000,138000,41400.00,04-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28205,3.00,GUJARAT,Bhavnagar,21.7508799,72.136429799999,207000,62100.00,01-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28204,2.00,GUJARAT,Vadodara,22.280848,73.27281,138000,41400.00,21-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28203,3.00,GUJARAT,Bhavnagar,21.7555428,72.146056100000,207000,62100.00,04-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28202,2.00,GUJARAT,Vadodara,22.2742572,73.188440200000,138000,41400.00,22-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28199,2.00,GUJARAT,Gandhinagar,23.177098009668,72.643531076610,138000,41400.00,26-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28198,2.00,GUJARAT,Vadodara,22.32,73.1324376,138000,41400.00,22-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28197,3.00,GUJARAT,Gandhinagar,23.177302588483,72.644208250567,207000,62100.00,26-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28196,3.00,GUJARAT,Vadodara,22.294797150999,73.165297089144,207000,62100.00,15-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28194,3.00,GUJARAT,Gandhinagar,23.183417,72.628216999999,207000,62100.00,26-04-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28193,3.00,GUJARAT,Vadodara,22.2593575,73.068566499999,207000,62100.00,02-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28192,1.00,GUJARAT,Surat,21.215954142106,72.781486809253,69000,20700.00,05-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28191,2.00,GUJARAT,Vadodara,22.323155119708,73.253321824595,138000,41400.00,18-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28190,1.00,GUJARAT,Vadodara,22.2742572,73.188440200000,69000,20700.00,15-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28189,2.00,GUJARAT,Ahmadabad,23.0451147,72.564107400000,138000,41400.00,31-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28187,1.04,GUJARAT,Surat,21.1302583,72.854501900000,69000,20700.00,08-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28184,2.75,GUJARAT,Rajkot,22.8119895,70.823619499999,189750,56925.00,04-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28182,1.04,GUJARAT,Surat,21.1575214,72.775471299999,69000,20700.00,17-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28181,3.50,GUJARAT,Ahmadabad,23.068736021202,72.512607915268,0,0.00,11-04-2017,---,---,Euro Solar System
28180,2.00,GUJARAT,Ahmadabad,23.0246339,72.469559300000,138000,41400.00,16-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28178,1.00,GUJARAT,Vadodara,22.2700414,73.149728200000,69000,20700.00,15-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28175,3.00,GUJARAT,Vadodara,22.2945396,73.169543699999,207000,62100.00,15-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28173,5.00,GUJARAT,Vadodara,22.294345481186,73.145411191508,345000,103500.00,18-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28172,2.00,GUJARAT,Vadodara,22.3001698,73.158452500000,138000,41400.00,18-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28171,3.00,GUJARAT,Surat,21.16,72.81,207000,62100.00,23-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28170,1.04,GUJARAT,Surat,21.1925707,72.799735599999,69000,20700.00,18-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28167,3.00,GUJARAT,Surat,21.2026686,72.788066699999,207000,62100.00,09-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28166,3.00,TAMIL NADU,Chennai,12.873512098273,80.244953513183,0,0.00,21-04-2017,---,---,E-Hands Energy (India) Pvt. Ltd.
28163,4.00,TAMIL NADU,Chennai,13.072261492625,80.239127755203,0,0.00,18-04-2017,---,---,E-Hands Energy (India) Pvt. Ltd.
28162,3.00,TAMIL NADU,Chennai,13.072280086353,80.239126324672,0,0.00,17-04-2017,---,---,E-Hands Energy (India) Pvt. Ltd.
28154,5.00,MADHYA PRADESH,Bhopal,23.2515773,77.438208799999,0,0.00,22-03-2017,---,---,SECUTRONICS
28153,50.00,UTTARAKHAND,Udham Singh Nagar,28.9900964,79.424155700000,0,0.00,31-03-2017,---,---,E-PACK POLYMERS PVT LTD
28152,1.00,MADHYA PRADESH,Raisen,23.255477083281,77.692250758409,0,0.00,28-03-2017,---,---,SECUTRONICS
28150,266.00,UTTARAKHAND,Dehradun,30.3681585,77.865312600000,0,0.00,29-03-2017,---,---,E-PACK POLYMERS PVT LTD
28101,2.00,GUJARAT,Surat,21.175477079083,72.784269307740,0,0.00,18-08-2016,---,---,Ravi Solar Energy
28100,3.15,GUJARAT,Surat,21.197797731440,72.804524009116,0,0.00,07-10-2016,---,---,Ravi Solar Energy
28099,5.04,GUJARAT,Surat,21.170408508594,72.783550475724,0,0.00,29-09-2016,---,---,Ravi Solar Energy
28092,9.92,GUJARAT,Surat,21.157929555887,72.774215047247,0,0.00,20-05-2016,---,---,Ravi Solar Energy
28083,3.00,GUJARAT,Ahmadabad,23.031173664751,72.509655989706,207000,62100.00,11-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28082,2.00,GUJARAT,Vadodara,22.307848257840,73.177848570048,138000,41400.00,16-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28080,3.00,GUJARAT,Surat,21.1920714,72.776040,207000,62100.00,02-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28078,3.00,GUJARAT,Vadodara,22.3071588,73.1812187,207000,62100.00,20-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28077,3.00,GUJARAT,Surat,21.250973,72.795416,207000,62100.00,02-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28076,1.00,GUJARAT,Surat,21.210860,72.771334,69000,20700.00,02-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28075,2.00,GUJARAT,Ahmadabad,23.061630472939,72.524461783468,138000,41400.00,11-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28074,4.00,GUJARAT,Vadodara,22.307736126532,73.183975992724,276000,82800.00,16-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28073,2.00,GUJARAT,Ahmadabad,23.046593747503,72.567647695541,138000,41400.00,27-12-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28072,2.00,GUJARAT,Surat,21.2545494,72.862396199999,138000,41400.00,03-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28071,2.00,GUJARAT,Vadodara,22.3071588,73.1812187,138000,41400.00,03-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28070,3.00,GUJARAT,Surat,21.2545494,72.862396199999,207000,62100.00,10-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28069,3.00,GUJARAT,Ahmadabad,23.006654280775,72.533523458987,207000,62100.00,11-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28068,3.00,GUJARAT,Surat,21.252264,72.839602,207000,62100.00,09-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28066,3.00,GUJARAT,Surat,21.197884,72.80885,207000,62100.00,22-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28064,2.00,GUJARAT,Surat,21.1938316,72.784655599999,138000,41400.00,08-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28057,3.00,GUJARAT,Surat,21.1924,72.7937,207000,62100.00,03-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28055,2.00,GUJARAT,Surat,21.211,72.802,138000,41400.00,07-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28051,2.00,GUJARAT,Surat,21.216403122573,72.782754320651,138000,41400.00,23-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
28044,1.00,MADHYA PRADESH,Raisen,23.245225247619,77.640666514635,0,0.00,29-03-2017,---,---,SECUTRONICS
28037,10.00,RAJASTHAN,Jhalawar,24.578779,76.17170,683500,205050.00,28-03-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
